date,name,printed_name,mana_cost,type_line,colors,edition_code,edition_pt,url,prices,prices_mean,prices_median
2025-05-03,Skirge Familiar,Eskirge Familiar,{4}{B},Creature — Phyrexian Imp,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=skirge+familiar,[1.2  2.   2.3  2.51 2.54 2.84 2.99 3.25],2.4537500000000003,2.525
2025-05-03,Skittering Skirge,Eskirge Esvoaçante,{B}{B},Creature — Phyrexian Imp,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=skittering+skirge,[3.9  4.2  5.   5.9  6.93 7.39 7.49 7.9 ],6.08875,6.415
2025-05-03,Sleeper Agent,Agente Adormecido,{B},Creature — Phyrexian Minion,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=sleeper+agent,[ 7.64  8.91 10.99 11.   11.   11.4  11.99 12.9 ],10.728750000000002,11.0
2025-05-03,Slippery Karst,Carste Escorregadio,,Land,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=slippery+karst,[0.18 0.18 0.18 0.25 0.25 0.25 0.39 0.4 ],0.26,0.25
2025-05-03,Smokestack,Chaminé,{4},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=smokestack,[29.99 30.   32.55 33.9  41.5  41.5  41.8  44.95],37.02375,37.7
2025-05-03,Smoldering Crater,Cratera Fumegante,,Land,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=smoldering+crater,[0.2  0.4  0.4  0.45 0.45 0.49 0.5  0.5 ],0.42375,0.45
2025-05-03,Sneak Attack,Ataque Surpresa,{3}{R},Enchantment,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=sneak+attack,[40.47 40.83 41.99 45.99 50.   56.7  59.99 60.  ],49.49625,47.995000000000005
2025-05-03,Somnophore,Sonóforo,{2}{U}{U},Creature — Illusion,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=somnophore,[0.51 0.6  0.64 0.74 0.75 0.95 0.96 0.98],0.7662499999999999,0.745
2025-05-03,Songstitcher,Tecelão de Canções,{W},Creature — Human Cleric,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=songstitcher,[0.09 0.09 0.09 0.11 0.11 0.13 0.14 0.14],0.1125,0.11
2025-05-03,Soul Sculptor,Escultor de Almas,{2}{W},Creature — Human,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=soul+sculptor,[  0.9    0.94   1.   139.     1.75 139.     1.98   2.  ],35.82125,1.865
2025-05-03,Spined Fluke,Fascíola Espinhenta,{2}{B},Creature — Worm Horror,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=spined+fluke,[0.27 0.4  0.46 0.6  0.8  0.99 1.   1.  ],0.69,0.7
2025-05-03,Spire Owl,Coruja da Torre,{1}{U},Creature — Bird,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=spire+owl,[0.12 0.14 0.4  0.4  0.4  0.5  0.5  0.5 ],0.37,0.4
2025-05-03,Sporogenesis,Esporogênese,{3}{G},Enchantment,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=sporogenesis,[5.02 5.1  5.95 6.79 6.83 7.11 7.5  7.99],6.53625,6.8100000000000005
2025-05-03,Spreading Algae,Algas Disseminadas,{G},Enchantment — Aura,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=spreading+algae,[0.45 0.48 0.49 0.5  0.5  0.5  0.71 0.71],0.5425,0.5
2025-05-03,Steam Blast,Jato de Vapor,{2}{R},Sorcery,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=steam+blast,[0.2  0.24 0.24 0.32 0.32 0.35 0.35 0.39],0.30125,0.32
2025-05-03,Stern Proctor,Inspetor Carrancudo,{U}{U},Creature — Human Wizard,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=stern+proctor,[0.45 0.49 0.5  0.53 0.55 0.63 0.75 0.78],0.585,0.54
2025-05-03,Stroke of Genius,Golpe de Gênio,{X}{2}{U},Instant,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=stroke+of+genius,[12.49 15.99 16.49 21.83 21.99 22.28 22.91 24.  ],19.7475,21.909999999999997
2025-05-03,Sulfuric Vapors,Vapores Sulfúricos,{3}{R},Enchantment,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=sulfuric+vapors,[  0.36   1.     1.   106.   125.   139.   145.   149.  ],83.295,115.5
2025-05-03,Sunder,Rachar,{3}{U}{U},Instant,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=sunder,[16.99 17.99 19.99 19.99 21.   21.17 21.21 21.4 ],19.9675,20.494999999999997
2025-05-03,Swamp,Pântano,,Basic Land — Swamp,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=swamp,[],0.0,
2025-05-03,Symbiosis,Simbiose,{1}{G},Instant,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=symbiosis,[0.09 0.09 0.1  0.11 0.11 0.11 0.13 0.14],0.11,0.11
2025-05-03,Tainted Aether,Éter Maculado,{2}{B}{B},Enchantment,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=tainted+aether,[24.85 26.51 23.66 29.75 34.   36.   36.   37.  ],30.97125,31.875
2025-05-03,Telepathy,Telepatia,{U},Enchantment,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=telepathy,[ 5.5   5.85  5.95  6.5   8.    9.35  9.95 10.29],7.67375,7.25
2025-05-03,Temporal Aperture,Abertura Temporal,{2},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=temporal+aperture,[12.4  14.27 14.75 14.99 14.99 16.14 16.5  17.75],15.22375,14.99
2025-05-03,Thran Quarry,Pedreira de Thran,,Land,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=thran+quarry,[13.49 18.59 19.95 21.87 25.   25.   26.   26.99],22.11125,23.435000000000002
2025-05-03,Thran Turbine,Turbina de Thran,{1},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=thran+turbine,[3.5  3.79 3.95 4.02 4.24 4.28 5.   5.  ],4.2225,4.13
2025-05-03,Thundering Giant,Gigante Trovejante,{3}{R}{R},Creature — Giant,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=thundering+giant,[0.09 0.09 0.09 0.09 0.09 0.1  0.1  0.14],0.09875,0.09
2025-05-03,Time Spiral,Espiral Temporal,{4}{U}{U},Sorcery,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=time+spiral,[299.75 329.5  329.9  331.42 339.05 339.92 339.99 340.31],331.23,335.235
2025-05-03,Titania's Boon,Dádiva de Titânia,{3}{G},Sorcery,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=titania's+boon,[0.18 0.24 0.25 0.27 0.3  0.33 0.33 0.35],0.28125,0.28500000000000003
2025-05-03,Titania's Chosen,Eleito de Titânia,{2}{G},Creature — Elf Archer,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=titania's+chosen,[0.2  0.23 0.27 0.28 0.3  0.3  0.42 0.43],0.30375,0.29000000000000004
2025-05-03,Tolarian Academy,Academia Tolariana,,Legendary Land,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=tolarian+academy,[ 50.   285.   299.9  299.9  314.91 322.99 322.99 339.99],279.46000000000004,307.405
2025-05-03,Tolarian Winds,Ventos Tolarianos,{1}{U},Instant,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=tolarian+winds,[2.99 3.9  4.   4.04 4.4  4.49 4.49 4.5 ],4.10125,4.220000000000001
2025-05-03,Torch Song,Canção da Tocha,{2}{R},Enchantment,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=torch+song,[0.09 0.09 0.09 0.09 0.1  0.11 0.11 0.14],0.1025,0.095
2025-05-03,Treefolk Seedlings,Brotos de Ents,{2}{G},Creature — Treefolk,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=treefolk+seedlings,[0.11 0.24 0.32 0.32 0.32 0.35 0.36 0.39],0.30125,0.32
2025-05-03,Treetop Rangers,Patrulheiros das Copas,{2}{G},Creature — Elf Ranger,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=treetop+rangers,[0.08 0.09 0.1  0.1  0.11 0.13 0.14 0.14],0.11125,0.10500000000000001
2025-05-03,Turnabout,Reviravolta,{2}{U}{U},Instant,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=turnabout,[0.9  1.99 2.   2.   2.9  2.95 3.   3.4 ],2.3925,2.45
2025-05-03,Umbilicus,Umbilicus,{4},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=umbilicus,[2.   3.   3.   4.93 4.99 5.4  5.75 5.85],4.365,4.96
2025-05-03,Unnerve,Acovardar,{3}{B},Sorcery,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=unnerve,[0.17 0.18 0.2  0.2  0.25 0.25 0.25 0.25],0.21875,0.225
2025-05-03,Unworthy Dead,Mortos Infames,{1}{B},Creature — Phyrexian Skeleton,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=unworthy+dead,[0.04 0.08 0.08 0.09 0.09 0.09 0.09 0.09],0.0812499999999999,0.09
2025-05-03,Urza's Armor,Armadura de Urza,{6},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=urza's+armor,[0.18 0.18 0.25 0.52 0.38 0.4  0.4  0.43],0.3425,0.39
2025-05-03,Vampiric Embrace,Abraço Vampírico,{2}{B}{B},Enchantment — Aura,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=vampiric+embrace,[0.45 0.57 0.68 0.69 0.7  0.74 0.75 0.75],0.66625,0.695
2025-05-03,Vebulid,Vebulide,{B},Creature — Phyrexian Horror,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=vebulid,[0.5  0.75 0.89 0.93 0.95 0.95 0.99 0.99],0.86875,0.94
2025-05-03,Veiled Apparition,Aparição Velada,{1}{U},Enchantment,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=veiled+apparition,[0.08 0.14 0.14 0.14 0.18 0.18 0.2  0.2 ],0.1575,0.16
2025-05-03,Veiled Crocodile,Crocodilo Velado,{2}{U},Enchantment,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=veiled+crocodile,[0.55 0.63 0.64 0.69 0.75 0.3  0.81 0.95],0.665,0.665
2025-05-03,Veiled Sentry,Sentinela Velada,{U},Enchantment,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=veiled+sentry,[0.25 0.32 0.35 0.48 0.48 0.5  0.5  0.5 ],0.4225,0.48
2025-05-03,Veiled Serpent,Serpente Velada,{2}{U},Enchantment,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=veiled+serpent,[0.07 0.09 0.09 0.09 0.11 0.11 0.11 0.14],0.1012499999999999,0.1
2025-05-03,Veil of Birds,Véu de Pássaros,{U},Enchantment,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=veil+of+birds,[0.09 0.09 0.09 0.1  0.11 0.11 0.11 0.11],0.10125,0.10500000000000001
2025-05-03,Venomous Fangs,Presas Venenosas,{2}{G},Enchantment — Aura,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=venomous+fangs,[0.05 0.05 0.05 0.09 0.09 0.09 0.1  0.1 ],0.0775,0.09
2025-05-03,Vernal Bloom,Florescência Vernal,{3}{G},Enchantment,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=vernal+bloom,[12.   16.5  13.   13.   13.75 18.75 13.9  13.93],14.35375,13.825
2025-05-03,Viashino Outrider,Vanguardeiro Viashino,{2}{R},Creature — Lizard,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=viashino+outrider,[0.08 0.08 0.09 0.09 0.1  0.11 0.11 0.13],0.09875,0.095
2025-05-03,Viashino Runner,Velocista Viashino,{3}{R},Creature — Lizard,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=viashino+runner,[0.06 0.06 0.06 0.08 0.09 0.09 0.09 0.09],0.0775,0.08499999999999999
2025-05-03,Viashino Sandswimmer,Nadador das Areias Viashino,{2}{R}{R},Creature — Lizard,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=viashino+sandswimmer,[0.39 0.45 0.45 0.5  0.75 0.99 1.   1.  ],0.69125,0.625
2025-05-03,Viashino Weaponsmith,Armeiro Viashino,{3}{R},Creature — Lizard,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=viashino+weaponsmith,[0.09 0.09 0.09 0.09 0.09 0.1  0.1  0.11],0.095,0.09
2025-05-03,Victimize,Vitimar,{2}{B},Sorcery,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=victimize,[3.88 4.23 4.5  4.65 4.93 4.99 6.4  6.9 ],5.06,4.79
2025-05-03,Vile Requiem,Réquiem Vil,{2}{B}{B},Enchantment,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=vile+requiem,[0.24 0.24 0.25 0.25 0.27 0.35 0.35 0.37],0.29,0.26
2025-05-03,Voice of Grace,Voz da Graça,{3}{W},Creature — Angel,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=voice+of+grace,[0.04 0.07 0.09 0.09 0.09 0.09 0.1  0.11],0.085,0.09
2025-05-03,Voice of Law,Voz da Lei,{3}{W},Creature — Angel,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=voice+of+law,[0.23 0.45 0.49 0.5  0.53 0.7  0.72 0.75],0.54625,0.515
2025-05-03,Voltaic Key,Chave Voltaica,{1},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=voltaic+key,[ 8.   13.77 14.99 15.03 16.15 18.   19.8  19.95],15.71125,15.59
2025-05-03,Vug Lizard,Lagarto da Fenda,{1}{R}{R},Creature — Lizard,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=vug+lizard,[0.1  0.18 0.19 0.2  0.2  0.22 0.23 0.25],0.19625,0.2
2025-05-03,Wall of Junk,Barreira de Sucata,{2},Artifact Creature — Wall,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=wall+of+junk,[0.24 0.3  0.49 0.68 2.   2.25 2.25 2.4 ],1.32625,1.34
2025-05-03,War Dance,Dança de Guerra,{G},Enchantment,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=war+dance,[0.18 0.24 0.25 0.25 0.25 0.26 0.26 0.3 ],0.24875,0.25
2025-05-03,Waylay,Emboscar,{2}{W},Instant,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=waylay,[0.14 0.18 0.2  0.23 0.23 0.23 0.27 0.27],0.21875,0.23
2025-05-03,Western Paladin,Paladino do Oeste,{2}{B}{B},Creature — Phyrexian Zombie Knight,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=western+paladin,[1.5  1.69 1.8  1.93 1.99 2.   2.   2.09],1.875,1.96
2025-05-03,Whetstone,Rebôlo,{3},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=whetstone,[0.76 0.95 1.   1.   1.4  1.44 1.5  1.69],1.2174999999999998,1.2
2025-05-03,Whirlwind,Tufão,{2}{G}{G},Sorcery,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=whirlwind,[  0.94   0.95   0.98   0.99   1.46 149.     1.5    1.5 ],19.665000000000003,1.225
2025-05-03,Wild Dogs,Cães Selvagens,{G},Creature — Dog,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=wild+dogs,[0.05 0.09 0.09 0.09 0.13 0.14 0.14 0.14],0.10875,0.11
2025-05-03,Wildfire,Fogo Grego,{4}{R}{R},Sorcery,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=wildfire,[3.4  5.   7.75 7.9  8.49 8.57 8.72 8.96],7.348750000000001,8.195
2025-05-03,Windfall,Sorte Inesperada,{2}{U},Sorcery,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=windfall,[12.59 13.   13.02 14.   14.45 14.73 14.85 14.89],13.94125,14.225
2025-05-03,Winding Wurm,Vorme Serpenteante,{4}{G},Creature — Wurm,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=winding+wurm,[0.05 0.05 0.07 0.09 0.09 0.09 0.13 0.14],0.08875,0.09
2025-05-03,Wirecat,Gato de Arame,{4},Artifact Creature — Cat,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=wirecat,[0.21 0.23 0.23 0.24 0.25 0.27 0.28 0.3 ],0.25125,0.245
2025-05-03,Witch Engine,Bruxa Mecânica,{5}{B},Creature — Horror,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=witch+engine,[0.49 0.59 0.7  0.8  0.34 0.85 0.39 0.95],0.6387499999999999,0.645
2025-05-03,Wizard Mentor,Mago Mentor,{2}{U},Creature — Human Wizard,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=wizard+mentor,[0.04 0.08 0.09 0.09 0.09 0.09 0.09 0.1 ],0.0837499999999999,0.09
2025-05-03,Worn Powerstone,Powerstone Gasta,{3},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=worn+powerstone,[3.04 3.47 3.5  3.68 3.9  3.95 4.   4.  ],3.6925,3.79
2025-05-03,Worship,Adoração,{3}{W},Enchantment,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=worship,[4.   6.   6.   7.69 8.   8.17 8.3  3.39],6.4437500000000005,6.845000000000001
2025-05-03,Yawgmoth's Edict,édito de Yawgmoth,{1}{B},Enchantment,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=yawgmoth's+edict,[0.19 0.3  0.3  0.33 0.33 0.35 0.35 0.35],0.3125,0.33
2025-05-03,Yawgmoth's Will,Determinação de Yawgmoth,{2}{B},Sorcery,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=yawgmoth's+will,[414.99 414.99 426.8  439.95 449.99 469.9  474.99 494.1 ],448.21375,444.97
2025-05-03,Zephid,Zephid,{4}{U}{U},Creature — Illusion,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=zephid,[1.27 1.27 1.99 3.5  3.98 4.   4.9  4.99],3.2375000000000003,3.74
2025-05-03,Zephid's Embrace,Abraço de Zephid,{2}{U}{U},Enchantment — Aura,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=zephid's+embrace,[0.44 0.45 0.45 0.51 0.57 0.64 0.75 0.75],0.5700000000000001,0.54
2025-05-04,Absolute Grace,Graça Absoluta,{1}{W},Enchantment,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=absolute+grace,[2.5  2.5  2.5  3.   3.   3.9  3.99 3.99],3.1725000000000003,3.0
2025-05-04,Absolute Law,Lei Absoluta,{1}{W},Enchantment,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=absolute+law,[1.94 2.   2.24 2.75 3.5  3.66 3.9  3.98],2.99625,3.125
2025-05-04,Abundance,Abundância,{2}{G}{G},Enchantment,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=abundance,[ 6.05  6.65  7.5   7.5   9.5   9.9  10.49 14.  ],8.94875,8.5
2025-05-04,Abyssal Horror,Horror Abissal,{4}{B}{B},Creature — Horror,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=abyssal+horror,[0.46 0.49 0.5  0.5  0.52 0.63 0.68 0.7 ],0.5599999999999999,0.51
2025-05-04,Academy Researchers,Pesquisadores da Academia,{1}{U}{U},Creature — Human Wizard,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=academy+researchers,[0.27 0.3  0.3  0.3  0.52 0.36 0.42 0.43],0.3625,0.32999999999999996
2025-05-04,Acidic Soil,Solo Ácido,{2}{R},Sorcery,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=acidic+soil,[5.68 6.51 6.81 7.43 7.43 7.57 7.75 7.76],7.1175,7.43
2025-05-04,Acridian,Acrídio,{1}{G},Creature — Insect,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=acridian,[0.07 0.09 0.09 0.09 0.1  0.1  0.1  0.1 ],0.0925,0.095
2025-05-04,Albino Troll,Trol Albino,{1}{G},Creature — Troll,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=albino+troll,[0.23 0.25 0.25 0.45 0.5  0.6  0.67 0.68],0.45375,0.475
2025-05-04,Anaconda,Anaconda,{3}{G},Creature — Snake,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=anaconda,[0.04 0.09 0.09 0.09 0.1  0.14 0.14 0.14],0.10375,0.095
2025-05-04,Angelic Chorus,Coro Angelical,{3}{W}{W},Enchantment,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=angelic+chorus,[ 9.3   9.93 10.5  11.5  12.09 12.74 14.9  15.  ],11.995,11.795
2025-05-04,Angelic Page,Pajem Angelical,{1}{W},Creature — Angel Spirit,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=angelic+page,[0.09 0.09 0.1  0.11 0.12 0.13 0.15 0.16],0.11875,0.11499999999999999
2025-05-04,Annul,Anular,{U},Instant,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=annul,[14.36 14.5  14.9  14.9  14.99 16.   16.   16.39],15.255,14.945
2025-05-04,Antagonism,Antagonismo,{3}{R},Enchantment,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=antagonism,[  0.35   0.44   0.5    0.75   0.75   0.85   0.99 125.  ],16.20375,0.75
2025-05-04,Arcane Laboratory,Laboratório Arcano,{2}{U},Enchantment,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=arcane+laboratory,[10.   10.45 10.7  11.   11.13 11.2  11.2  11.99],10.958749999999998,11.065000000000001
2025-05-04,Arc Lightning,Raio Voltaico,{2}{R},Sorcery,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=arc+lightning,[0.08 0.08 0.09 0.09 0.09 0.1  0.1  0.11],0.0925,0.09
2025-05-04,Argothian Elder,Ancião Argothiano,{3}{G},Creature — Elf Druid,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=argothian+elder,[4.95 4.95 4.99 5.36 5.59 5.75 6.53 6.6 ],5.59,5.475
2025-05-04,Argothian Enchantress,Encantadora Argothiana,{1}{G},Creature — Human Druid,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=argothian+enchantress,[139.95 158.99 158.99 159.95 161.99 169.74 169.75 170.98],161.29250000000002,160.97
2025-05-04,Argothian Swine,Suínos Argothianos,{3}{G},Creature — Boar,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=argothian+swine,[0.03 0.05 0.07 0.09 0.09 0.09 0.09 0.09],0.075,0.09
2025-05-04,Argothian Wurm,Vorme Argothiano,{3}{G},Creature — Wurm,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=argothian+wurm,[ 8.5   8.94  8.99  9.6   9.7   9.9   9.95 10.34],9.49,9.649999999999999
2025-05-04,Attunement,Harmonização,{2}{U},Enchantment,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=attunement,[18.   22.   24.72 24.9  25.1  25.16 26.12 26.94],24.1175,25.0
2025-05-04,Back to Basics,Retorno ao Básico,{2}{U},Enchantment,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=back+to+basics,[84.99 89.29 89.99 92.95 93.75 94.95 95.   96.67],92.19875,93.35
2025-05-04,"Barrin, Master Wizard","Barrin, Mago Mestre",{1}{U}{U},Legendary Creature — Human Wizard,['U'],USG,A Saga de Urza,"https://www.ligamagic.com.br/?view=cards/card&card=barrin,+master+wizard",[35.1  37.   45.89 46.5  49.5  49.5  49.95 52.  ],45.68,48.0
2025-05-04,Barrin's Codex,Codex de Barrin,{4},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=barrin's+codex,[0.1  0.3  0.35 0.5  0.5  0.5  0.53 0.53],0.41375,0.5
2025-05-04,Bedlam,Tumultuar,{2}{R}{R},Enchantment,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=bedlam,[13.   13.   13.22 14.5  15.   16.   16.   17.99],14.83875,14.75
2025-05-04,Befoul,Conspurcar,{2}{B}{B},Sorcery,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=befoul,[0.09 0.1  0.11 0.13 0.18 0.23 0.24 0.25],0.16625,0.155
2025-05-04,Bereavement,Privação,{1}{B},Enchantment,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=bereavement,[0.18 0.19 0.24 0.25 0.26 0.35 0.35 0.35],0.27125,0.255
2025-05-04,Blanchwood Armor,Armadura de Blanchwood,{2}{G},Enchantment — Aura,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=blanchwood+armor,[0.25 0.3  0.48 0.49 0.55 0.7  0.7  0.75],0.5275000000000001,0.52
2025-05-04,Blanchwood Treefolk,Ents de Blanchwood,{4}{G},Creature — Treefolk,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=blanchwood+treefolk,[0.05 0.08 0.09 0.09 0.09 0.09 0.09 0.1 ],0.0849999999999999,0.09
2025-05-04,Blasted Landscape,Paisagem Devastada,,Land,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=blasted+landscape,[5.25 5.45 5.69 5.7  5.3  6.   7.   3.39],5.4725,5.57
2025-05-04,Blood Vassal,Vassalo de Sangue,{2}{B},Creature — Thrull,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=blood+vassal,[0.05 0.14 0.14 0.14 0.14 0.15 0.18 0.18],0.14,0.14
2025-05-04,Bog Raiders,Salteadores do Pântano,{2}{B},Creature — Zombie,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=bog+raiders,[0.08 0.09 0.09 0.09 0.09 0.09 0.11 0.11],0.09375,0.09
2025-05-04,Brand,Marca,{R},Instant,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=brand,[7.   7.19 7.2  7.6  7.6  7.7  7.91 7.99],7.523750000000001,7.6
